route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible                                                                                                                                                                                                                                                
6000051003AV006,2022-11-202022-11-25021801,0218012022-11-20,,02180,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-11-262022-11-26021801,0218012022-11-26,,02180,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-11-272022-12-02021801,0218012022-11-27,,02180,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-12-032022-12-03021801,0218012022-12-03,,02180,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-12-042022-12-09021801,0218012022-12-04,,02180,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-12-102022-12-10021801,0218012022-12-10,,02180,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-09-242022-09-24021811,0218112022-09-24,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-09-252022-09-30021811,0218112022-09-25,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-012022-10-01021811,0218112022-10-01,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-022022-10-07021811,0218112022-10-02,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-082022-10-08021811,0218112022-10-08,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-092022-10-14021811,0218112022-10-09,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-152022-10-15021811,0218112022-10-15,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-162022-10-21021811,0218112022-10-16,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-222022-10-22021811,0218112022-10-22,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-232022-10-28021811,0218112022-10-23,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-292022-10-29021811,0218112022-10-29,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-302022-11-04021811,0218112022-10-30,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-052022-11-05021811,0218112022-11-05,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-062022-11-11021811,0218112022-11-06,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-122022-11-12021811,0218112022-11-12,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-132022-11-18021811,0218112022-11-13,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-192022-11-19021811,0218112022-11-19,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-202022-11-25021811,0218112022-11-20,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-262022-11-26021811,0218112022-11-26,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-272022-12-02021811,0218112022-11-27,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-12-032022-12-03021811,0218112022-12-03,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-12-042022-12-09021811,0218112022-12-04,,02181,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-12-102022-12-10021811,0218112022-12-10,,02181,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-09-252022-09-30021821,0218212022-09-25,,02182,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-022022-10-07021821,0218212022-10-02,,02182,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-092022-10-14021821,0218212022-10-09,,02182,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-162022-10-21021821,0218212022-10-16,,02182,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-232022-10-28021821,0218212022-10-23,,02182,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-302022-11-04021821,0218212022-10-30,,02182,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-11-062022-11-11021821,0218212022-11-06,,02182,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-11-132022-11-18021821,0218212022-11-13,,02182,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-11-202022-11-25021821,0218212022-11-20,,02182,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-11-272022-12-02021821,0218212022-11-27,,02182,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-12-042022-12-09021821,0218212022-12-04,,02182,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-09-252022-09-30021831,0218312022-09-25,,02183,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-10-022022-10-07021831,0218312022-10-02,,02183,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-10-092022-10-14021831,0218312022-10-09,,02183,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-10-162022-10-21021831,0218312022-10-16,,02183,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-10-232022-10-28021831,0218312022-10-23,,02183,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-10-302022-11-04021831,0218312022-10-30,,02183,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-11-062022-11-11021831,0218312022-11-06,,02183,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-11-132022-11-18021831,0218312022-11-13,,02183,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-11-202022-11-25021831,0218312022-11-20,,02183,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-11-272022-12-02021831,0218312022-11-27,,02183,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-12-042022-12-09021831,0218312022-12-04,,02183,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-09-242022-09-24021901,0219012022-09-24,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-09-252022-09-30021901,0219012022-09-25,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-10-012022-10-01021901,0219012022-10-01,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-10-022022-10-07021901,0219012022-10-02,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-10-082022-10-08021901,0219012022-10-08,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-10-092022-10-14021901,0219012022-10-09,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-10-152022-10-15021901,0219012022-10-15,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-10-162022-10-21021901,0219012022-10-16,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-10-222022-10-22021901,0219012022-10-22,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-10-232022-10-28021901,0219012022-10-23,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-10-292022-10-29021901,0219012022-10-29,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-10-302022-11-04021901,0219012022-10-30,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-11-052022-11-05021901,0219012022-11-05,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-11-062022-11-11021901,0219012022-11-06,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-11-122022-11-12021901,0219012022-11-12,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-11-132022-11-18021901,0219012022-11-13,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-11-192022-11-19021901,0219012022-11-19,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-11-202022-11-25021901,0219012022-11-20,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-11-262022-11-26021901,0219012022-11-26,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-11-272022-12-02021901,0219012022-11-27,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-12-032022-12-03021901,0219012022-12-03,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-12-042022-12-09021901,0219012022-12-04,,02190,,,,1                                                                                                                                                                                                                                                                                       
6000051003AV006,2022-12-102022-12-10021901,0219012022-12-10,,02190,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-09-242022-09-24021911,0219112022-09-24,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-09-252022-09-30021911,0219112022-09-25,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-012022-10-01021911,0219112022-10-01,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-022022-10-07021911,0219112022-10-02,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-082022-10-08021911,0219112022-10-08,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-092022-10-14021911,0219112022-10-09,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-152022-10-15021911,0219112022-10-15,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-162022-10-21021911,0219112022-10-16,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-222022-10-22021911,0219112022-10-22,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-232022-10-28021911,0219112022-10-23,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-292022-10-29021911,0219112022-10-29,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-10-302022-11-04021911,0219112022-10-30,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-052022-11-05021911,0219112022-11-05,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-062022-11-11021911,0219112022-11-06,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-122022-11-12021911,0219112022-11-12,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-132022-11-18021911,0219112022-11-13,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-192022-11-19021911,0219112022-11-19,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-202022-11-25021911,0219112022-11-20,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-262022-11-26021911,0219112022-11-26,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-11-272022-12-02021911,0219112022-11-27,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-12-032022-12-03021911,0219112022-12-03,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-12-042022-12-09021911,0219112022-12-04,,02191,,,,1                                                                                                                                                                                                                                                                                       
5100360000AV006,2022-12-102022-12-10021911,0219112022-12-10,,02191,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-09-242022-09-24021921,0219212022-09-24,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-09-252022-09-30021921,0219212022-09-25,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-012022-10-01021921,0219212022-10-01,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-022022-10-07021921,0219212022-10-02,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-082022-10-08021921,0219212022-10-08,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-092022-10-14021921,0219212022-10-09,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-152022-10-15021921,0219212022-10-15,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-162022-10-21021921,0219212022-10-16,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-222022-10-22021921,0219212022-10-22,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-232022-10-28021921,0219212022-10-23,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-292022-10-29021921,0219212022-10-29,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-10-302022-11-04021921,0219212022-10-30,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-11-052022-11-05021921,0219212022-11-05,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-11-062022-11-11021921,0219212022-11-06,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-11-122022-11-12021921,0219212022-11-12,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-11-132022-11-18021921,0219212022-11-13,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-11-192022-11-19021921,0219212022-11-19,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-11-202022-11-25021921,0219212022-11-20,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-11-262022-11-26021921,0219212022-11-26,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-11-272022-12-02021921,0219212022-11-27,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-12-032022-12-03021921,0219212022-12-03,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-12-042022-12-09021921,0219212022-12-04,,02192,,,,1                                                                                                                                                                                                                                                                                       
6000054413AV006,2022-12-102022-12-10021921,0219212022-12-10,,02192,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-09-242022-09-24021931,0219312022-09-24,,02193,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-09-252022-09-30021931,0219312022-09-25,,02193,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-10-012022-10-01021931,0219312022-10-01,,02193,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-10-022022-10-07021931,0219312022-10-02,,02193,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-10-082022-10-08021931,0219312022-10-08,,02193,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-10-092022-10-14021931,0219312022-10-09,,02193,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-10-152022-10-15021931,0219312022-10-15,,02193,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-10-162022-10-21021931,0219312022-10-16,,02193,,,,1                                                                                                                                                                                                                                                                                       
5441360000AV006,2022-10-222022-10-22021931,0219312022-10-22,,02193,,,,1                                                                                                                                                                                                                                                                                       
